Site ID,Account ID,Building ID,Market,Site Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
Site-001120,Acct-001695,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001121,Acct-001696,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001122,Acct-000139,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001123,Acct-001697,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001124,Acct-000306,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001125,Acct-000825,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001126,Acct-000925,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001127,Acct-000170,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001128,Acct-001698,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001129,Acct-000672,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001130,Acct-000093,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001131,Acct-000262,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001132,Acct-000661,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001133,Acct-001050,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001134,Acct-000933,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001135,Acct-000278,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001136,Acct-000291,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001137,Acct-000346,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001138,Acct-001123,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001139,Acct-001699,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001140,Acct-001177,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001141,Acct-000319,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001142,Acct-001700,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001143,Acct-000599,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001144,Acct-001110,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001145,Acct-000043,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001146,Acct-000138,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001147,Acct-001701,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001148,Acct-000488,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001149,Acct-000800,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001150,Acct-001702,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001151,Acct-001401,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001152,Acct-000338,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001153,Acct-001703,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001154,Acct-001704,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001155,Acct-000633,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Site-001156,Acct-001448,Bldg-014932,Denver,12396 Grant St,Thornton,CO,80241,132.44,On Zayo Network
Site-001157,Acct-000038,Bldg-014932,Denver,12396 Grant St,Thornton,CO,80241,132.44,On Zayo Network
Site-001158,Acct-000025,Bldg-014932,Denver,12396 Grant St,Thornton,CO,80241,132.44,On Zayo Network
Site-001159,Acct-000790,Bldg-015126,Dallas,4211 Irving Ave,Dallas,TX,75219,110.73,On Zayo Network
Site-001160,Acct-000004,Bldg-015126,Dallas,4211 Irving Ave,Dallas,TX,75219,110.73,On Zayo Network
Site-001161,Acct-000008,Bldg-015126,Dallas,4211 Irving Ave,Dallas,TX,75219,110.73,On Zayo Network
Site-001162,Acct-000055,Bldg-015126,Dallas,4211 Irving Ave,Dallas,TX,75219,110.73,On Zayo Network
Site-001163,Acct-001331,Bldg-015126,Dallas,4211 Irving Ave,Dallas,TX,75219,110.73,On Zayo Network
Site-001164,Acct-000176,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001165,Acct-000055,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001166,Acct-000904,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001167,Acct-000062,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001168,Acct-000764,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001169,Acct-001206,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001170,Acct-001705,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001171,Acct-001706,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001172,Acct-001707,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001173,Acct-001708,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001174,Acct-001709,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001175,Acct-001710,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001176,Acct-000042,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001177,Acct-001711,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001178,Acct-000790,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001179,Acct-001712,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001180,Acct-001713,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001181,Acct-000014,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001182,Acct-001714,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001183,Acct-000166,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001184,Acct-000230,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001185,Acct-001715,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001186,Acct-001716,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001187,Acct-000004,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001188,Acct-001717,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001189,Acct-001448,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001190,Acct-000072,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001191,Acct-000326,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001192,Acct-000034,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001193,Acct-000025,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001194,Acct-000161,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001195,Acct-000435,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001196,Acct-001554,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001197,Acct-000009,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001198,Acct-000034,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001199,Acct-001476,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001200,Acct-001718,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001201,Acct-001423,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001202,Acct-001331,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001203,Acct-000094,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001204,Acct-001218,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001205,Acct-000579,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001206,Acct-001406,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001207,Acct-000002,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001208,Acct-001719,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Site-001209,Acct-000056,Bldg-015162,Dallas,5401 N Beach St,Fort Worth,TX,76137,2222.31,On Zayo Network
Site-001210,Acct-001366,Bldg-015190,Dallas,3900 Barnett St,Fort Worth,TX,76103,5827.18,On Zayo Network
Site-001211,Acct-001366,Bldg-015190,Dallas,3900 Barnett St,Fort Worth,TX,76103,5827.18,On Zayo Network
Site-001212,Acct-001068,Bldg-015190,Dallas,3900 Barnett St,Fort Worth,TX,76103,5827.18,On Zayo Network
Site-001213,Acct-000025,Bldg-015190,Dallas,3900 Barnett St,Fort Worth,TX,76103,5827.18,On Zayo Network
Site-001214,Acct-000470,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001215,Acct-000004,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001216,Acct-000008,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001217,Acct-000025,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001218,Acct-000009,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001219,Acct-001331,Bldg-015164,Dallas,4211 Bryan St,Dallas,TX,75204,266.75,Not on Zayo Network
Site-001220,Acct-000091,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001221,Acct-000034,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001222,Acct-000615,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001223,Acct-000093,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001224,Acct-000156,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001225,Acct-001261,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001226,Acct-000004,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001227,Acct-000008,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001228,Acct-000448,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001229,Acct-000224,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001230,Acct-000025,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001231,Acct-000385,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001232,Acct-000061,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001233,Acct-000013,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001234,Acct-000273,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001235,Acct-000009,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001236,Acct-000002,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001237,Acct-000053,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001238,Acct-001331,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001239,Acct-000036,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001240,Acct-001487,Bldg-015167,Denver,931 14th St,Denver,CO,80202,95.03,On Zayo Network
Site-001241,Acct-001001,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001242,Acct-000078,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001243,Acct-000444,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001244,Acct-001533,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001245,Acct-000156,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001246,Acct-000231,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001247,Acct-001720,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001248,Acct-001721,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001249,Acct-000039,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001250,Acct-000038,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001251,Acct-000643,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001252,Acct-000069,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001253,Acct-000025,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001254,Acct-000303,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001255,Acct-000093,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001256,Acct-000061,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001257,Acct-000013,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001258,Acct-000273,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001259,Acct-000007,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001260,Acct-000801,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001261,Acct-001718,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001262,Acct-001722,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001263,Acct-001331,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001264,Acct-001401,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001265,Acct-001417,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001266,Acct-001331,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001267,Acct-000008,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001268,Acct-000167,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001269,Acct-001723,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001270,Acct-001724,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001271,Acct-000014,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001272,Acct-000864,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
Site-001273,Acct-000516,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001274,Acct-000470,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001275,Acct-000014,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001276,Acct-000236,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001277,Acct-000674,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001278,Acct-000002,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001279,Acct-000459,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001280,Acct-001331,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001281,Acct-001401,Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
Site-001282,Acct-001369,Bldg-015170,Denver,7901 E Lowry Blvd,Denver,CO,80230,1709.79,Not on Zayo Network
Site-001283,Acct-000004,Bldg-015205,Atlanta,115 Perimeter Center Pl NE,Atlanta,GA,30346,651.86,On Zayo Network
Site-001284,Acct-000072,Bldg-015205,Atlanta,115 Perimeter Center Pl NE,Atlanta,GA,30346,651.86,On Zayo Network
Site-001285,Acct-000008,Bldg-015205,Atlanta,115 Perimeter Center Pl NE,Atlanta,GA,30346,651.86,On Zayo Network
Site-001286,Acct-000038,Bldg-015205,Atlanta,115 Perimeter Center Pl NE,Atlanta,GA,30346,651.86,On Zayo Network
Site-001287,Acct-000004,Bldg-015171,Denver,1601 Mile High Stadium Cir,Denver,CO,80204,216.6,On Zayo Network
Site-001288,Acct-001366,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001289,Acct-000008,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001290,Acct-000072,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001291,Acct-000132,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001292,Acct-001725,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001293,Acct-000014,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001294,Acct-001726,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001295,Acct-001727,Bldg-015201,Atlanta,3353 Peachtree Rd NE,Atlanta,GA,30326,457.2,On Zayo Network
Site-001296,Acct-000213,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001297,Acct-000014,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001298,Acct-001728,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001299,Acct-000053,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001300,Acct-001198,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001301,Acct-000002,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001302,Acct-000025,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001303,Acct-001400,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001304,Acct-001469,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001305,Acct-000273,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001306,Acct-000009,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001307,Acct-000013,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001308,Acct-000093,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001309,Acct-000801,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001310,Acct-000272,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001311,Acct-001423,Bldg-015202,Atlanta,345 Courtland St NE,Atlanta,GA,30308,507.22,On Zayo Network
Site-001312,Acct-001729,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001313,Acct-000901,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001314,Acct-001730,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001315,Acct-000013,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001316,Acct-000013,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001317,Acct-000091,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001318,Acct-001364,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001319,Acct-000069,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001320,Acct-001198,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001321,Acct-000038,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001322,Acct-000049,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001323,Acct-000077,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001324,Acct-000167,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001325,Acct-000158,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001326,Acct-001731,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001327,Acct-000009,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001328,Acct-001166,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001329,Acct-001732,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001330,Acct-000080,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001331,Acct-000004,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001332,Acct-001639,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Site-001333,Acct-000817,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001334,Acct-000007,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001335,Acct-000055,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001336,Acct-000055,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001337,Acct-001269,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001338,Acct-001733,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001339,Acct-001395,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001340,Acct-000060,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001341,Acct-000034,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001342,Acct-000438,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Site-001343,Acct-001734,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001344,Acct-001735,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001345,Acct-001736,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001346,Acct-001737,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001347,Acct-000196,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001348,Acct-000554,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001349,Acct-001738,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001350,Acct-001739,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001351,Acct-001740,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001352,Acct-001741,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001353,Acct-001742,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Site-001354,Acct-001743,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
