Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
Opp-000844,Acct-000202,Closed - Lost,true,false,9/14/16,24,,New Service,IP Services,Bldg-016418,Dallas,11830 Webb Chapel Rd,Dallas,TX,75234,596.58,On Zayo Network
Opp-000845,Acct-000303,Closed - Lost,true,false,9/14/16,,,New Service,Wavelengths - Long Haul,Bldg-116411,Denver,18201 E Devils Thumb Ave,Aurora,CO,80011,2938.97,Not on Zayo Network
Opp-000846,Acct-000122,5 - Accepted,true,true,9/15/16,1,,New Service,Dark Fiber - Metro,Bldg-143093,Atlanta,Riverwood Pkwy & Cobb Pkwy,Atlanta,GA,30339,0.14,On Zayo Network
Opp-000847,Acct-000281,Closed - Lost,true,false,9/15/16,120,,New Service,Dark Fiber - Metro,Bldg-224495,Dallas,3060 Overton Park Dr W,Fort Worth,TX,76109,8077.9,Not on Zayo Network
Opp-000847,Acct-000281,Closed - Lost,true,false,9/15/16,120,,New Service,Dark Fiber - Metro,Bldg-224538,Dallas,4212 Belden Ave,Fort Worth,TX,76132,705.41,Not on Zayo Network
Opp-000847,Acct-000281,Closed - Lost,true,false,9/15/16,120,,New Service,Dark Fiber - Metro,Bldg-224540,Dallas,4300 Clay Ave,Fort Worth,TX,76109,4445.21,Not on Zayo Network
Opp-000848,Acct-000281,1 - Working,false,false,9/15/16,,,New Service,Dark Fiber - Metro,Bldg-224540,Dallas,4300 Clay Ave,Fort Worth,TX,76109,4445.21,Not on Zayo Network
Opp-000848,Acct-000281,1 - Working,false,false,9/15/16,,,New Service,Dark Fiber - Metro,Bldg-292308,Dallas,4600 S Hulen St,Fort Worth,TX,76132,173.01,Not on Zayo Network
Opp-000849,Acct-000041,1 - Working,false,false,9/14/16,36,,New Service,IP Services,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000850,Acct-000156,1 - Working,false,false,9/15/16,36,,New Service,Wavelengths - Long Haul,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network
Opp-000850,Acct-000156,1 - Working,false,false,9/15/16,36,,New Service,Wavelengths - Long Haul,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
Opp-000851,,1 - Working,false,false,9/14/16,36,,New Service,IP Services,Bldg-038070,Atlanta,1100 Circle 75 Pkwy SE,Atlanta,GA,30339,147.45,On Zayo Network
Opp-000852,,1 - Working,false,false,9/14/16,36,,New Service,IP Services,Bldg-038070,Atlanta,1100 Circle 75 Pkwy SE,Atlanta,GA,30339,147.45,On Zayo Network
Opp-000853,Acct-000072,5 - Accepted,true,true,9/15/16,240,,New Service,Dark Fiber - Metro,Bldg-057701,Denver,1670 Broadway,Denver,CO,80202,141.29,On Zayo Network
Opp-000853,Acct-000072,5 - Accepted,true,true,9/15/16,240,,New Service,Dark Fiber - Metro,Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
Opp-000853,Acct-000072,5 - Accepted,true,true,9/15/16,240,,New Service,Dark Fiber - Metro,Bldg-127121,Denver,5350 S Valentia Way,Greenwood Village,CO,80111,315.52,On Zayo Network
Opp-000854,Acct-000191,1 - Working,false,false,9/15/16,36,,New Service,Dark Fiber - Metro,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Opp-000854,Acct-000191,1 - Working,false,false,9/15/16,36,,New Service,Dark Fiber - Metro,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network
Opp-000855,Acct-000209,5 - Accepted,true,true,9/15/16,36,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network
Opp-000856,Acct-000191,1 - Working,false,false,9/15/16,36,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Opp-000856,Acct-000191,1 - Working,false,false,9/15/16,36,,New Service,Ethernet,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network
Opp-000857,Acct-000043,5 - Accepted,true,true,9/15/16,30,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
Opp-000858,Acct-000040,5 - Accepted,true,true,9/15/16,60,,New Service,IP Services,Bldg-261801,Atlanta,195 14th St NE,Atlanta,GA,30309,293.09,On Zayo Network
Opp-000859,Acct-000464,5 - Accepted,true,true,9/15/16,24,,New Service,Ethernet,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network
Opp-000859,Acct-000464,5 - Accepted,true,true,9/15/16,24,,New Service,Ethernet,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
Opp-000860,Acct-000019,3 - Committed,false,false,9/15/16,24,,New Service,IP Services,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network
Opp-000861,Acct-000281,1 - Working,false,false,9/15/16,,,New Service,Dark Fiber - Metro,Bldg-224442,Dallas,1108 Carlock St,Fort Worth,TX,76110,1890.73,Not on Zayo Network
Opp-000861,Acct-000281,1 - Working,false,false,9/15/16,,,New Service,Dark Fiber - Metro,Bldg-224453,Dallas,1501 University Dr,Fort Worth,TX,76107,6691.2,Not on Zayo Network
Opp-000862,Acct-000135,5 - Accepted,true,true,9/15/16,36,,New Service,IP Services,Bldg-015354,Atlanta,2300 Windy Ridge Pkwy SE,Atlanta,GA,30339,678.61,On Zayo Network
Opp-000863,Acct-000342,5 - Accepted,true,true,9/15/16,12,,New Service,Wavelengths - Long Haul,Bldg-016418,Dallas,11830 Webb Chapel Rd,Dallas,TX,75234,596.58,On Zayo Network
Opp-000864,Acct-000017,Closed - Lost,true,false,9/15/16,,,New Service,Wavelengths - Metro,Bldg-015325,Denver,4100 E Dry Creek Rd,Littleton,CO,80122,45.4,On Zayo Network
Opp-000864,Acct-000017,Closed - Lost,true,false,9/15/16,,,New Service,Wavelengths - Metro,Bldg-133709,Denver,8636 S Peoria St,Englewood,CO,80112,89.57,On Zayo Network
Opp-000865,Acct-000277,Closed - Lost,true,false,9/15/16,60,,New Service,Ethernet,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
Opp-000866,Acct-000684,Closed - Lost,true,false,9/15/16,36,,New Service,Wavelengths - Long Haul,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network
Opp-000867,Acct-000039,1 - Working,false,false,9/15/16,36,,New Service,Ethernet,Bldg-116665,Denver,4545 E 9th Ave,Denver,CO,80220,1890.28,On Zayo Network
Opp-000868,Acct-000277,5 - Accepted,true,true,9/15/16,60,,New Service,Ethernet,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
Opp-000869,Acct-000034,5 - Accepted,true,true,9/15/16,36,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000870,Acct-000132,Closed - Lost,true,false,9/15/16,12,,New Service,Ethernet,Bldg-015500,Dallas,2300 W Plano Pkwy - Bldg C,Plano,TX,75075,657.46,On Zayo Network
Opp-000871,Acct-001173,2 - Best Case,false,false,9/16/16,36,,New Service,IP Services,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000872,Acct-000338,1 - Working,false,false,9/16/16,,,New Service,Wavelengths - Metro,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network
Opp-000872,Acct-000338,1 - Working,false,false,9/16/16,,,New Service,Wavelengths - Metro,Bldg-362073,Atlanta,56 Marietta St NW & Fairlie St NW,Atlanta,GA,30303,11.15,On Zayo Network
Opp-000873,Acct-000379,Closed - Lost,true,false,9/16/16,24,,New Service,IP Services,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network
Opp-000874,Acct-000039,1 - Working,false,false,9/16/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000875,Acct-000398,1 - Working,false,false,9/16/16,,,New Service,Wavelengths - Long Haul,Bldg-492131,Atlanta,485 Atlanta South Pkwy,Atlanta,GA,30349,408.43,Not on Zayo Network
Opp-000875,Acct-000398,1 - Working,false,false,9/16/16,,,New Service,Wavelengths - Long Haul,Bldg-492130,Atlanta,445 Atlanta South Pkwy,Atlanta,GA,30349,399.7,Not on Zayo Network
Opp-000876,Acct-000344,Closed - Lost,true,false,9/16/16,36,,New Service,IP Services,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
Opp-000877,Acct-000158,5 - Accepted,true,true,9/16/16,36,,New Service,Ethernet,Bldg-121669,Dallas,1009 Jupiter Rd,Plano,TX,75074,180.78,On Zayo Network
Opp-000878,Acct-000340,1 - Working,false,false,9/16/16,36,,New Service,Ethernet,Bldg-133824,Denver,1301 Pennsylvania St,Denver,CO,80203,145.41,Not on Zayo Network
Opp-000878,Acct-000340,1 - Working,false,false,9/16/16,36,,New Service,Ethernet,Bldg-133880,Denver,1120 W 122nd Ave,Denver,CO,80234,941.61,Not on Zayo Network
Opp-000879,Acct-000002,5 - Accepted,true,true,9/16/16,12,,New Service,Ethernet,Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
Opp-000880,Acct-000165,Closed - Lost,true,false,9/16/16,24,,New Service,IP Services,Bldg-038070,Atlanta,1100 Circle 75 Pkwy SE,Atlanta,GA,30339,147.45,On Zayo Network
Opp-000881,Acct-000300,1 - Working,false,false,9/17/16,36,,New Service,IP Services,Bldg-387604,Denver,3801 N Franklin St,Denver,CO,80205,633.33,Not on Zayo Network
Opp-000882,Acct-000072,1 - Working,false,false,9/19/16,,,New Service,Dark Fiber - Metro,Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
Opp-000883,Acct-000273,1 - Working,false,false,9/19/16,36,,New Service,Wavelengths - Metro,Bldg-038139,Atlanta,2349 Meadow Church Way,Duluth,GA,30097,525.08,On Zayo Network
Opp-000884,Acct-000162,Closed - Lost,true,false,9/19/16,12,,New Service,Ethernet,Bldg-110412,Dallas,14901 FAA Blvd,Fort Worth,TX,76155,286.34,On Zayo Network
Opp-000885,Acct-000025,5 - Accepted,true,true,9/19/16,36,,New Service,Ethernet,Bldg-061688,Atlanta,3750 Brookside Pkwy,Alpharetta,GA,30022,338.13,On Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-038199,Atlanta,3500 Piedmont Rd NE,Atlanta,GA,30305,263.1,On Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-061942,Atlanta,3480 Preston Ridge Rd,Alpharetta,GA,30005,353.42,Not on Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-116499,Dallas,105 Decker Ct,Irving,TX,75062,598.76,On Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-361093,Dallas,199 Planters Rd,Sunnyvale,TX,75182,7773.41,Not on Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-361088,Dallas,1640 Dallas Pkwy,Plano,TX,75093,261.39,Not on Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-361111,Dallas,7834 C F Hawn Fwy,Dallas,TX,75217,1862.41,Not on Zayo Network
Opp-000886,Acct-001020,1 - Working,false,false,9/19/16,36,,New Service,IP Services,Bldg-361113,Denver,8505 E Orchard Rd,Englewood,CO,80111,374.58,Not on Zayo Network
Opp-000887,Acct-000162,5 - Accepted,true,true,9/19/16,36,,New Service,Ethernet,Bldg-110412,Dallas,14901 FAA Blvd,Fort Worth,TX,76155,286.34,On Zayo Network
Opp-000888,Acct-000089,1 - Working,false,false,9/19/16,12,,New Service,Wavelengths - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000888,Acct-000089,1 - Working,false,false,9/19/16,12,,New Service,Wavelengths - Metro,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network
Opp-000889,Acct-000002,1 - Working,false,false,9/19/16,,,New Service,Wavelengths - Long Haul,Bldg-116411,Denver,18201 E Devils Thumb Ave,Aurora,CO,80011,2938.97,Not on Zayo Network
Opp-000890,Acct-000116,1 - Working,false,false,9/20/16,,,New Service,Dark Fiber - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000890,Acct-000116,1 - Working,false,false,9/20/16,,,New Service,Dark Fiber - Long Haul,Bldg-492442,Dallas,3618 N Garland Ave,Garland,TX,75040,,Not on Zayo Network
Opp-000891,Acct-000176,Closed - Lost,true,false,9/19/16,24,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000891,Acct-000176,Closed - Lost,true,false,9/19/16,24,,New Service,IP Services,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000892,Acct-000085,Closed - Lost,true,false,9/20/16,36,,New Service,Wavelengths - Long Haul,Bldg-111813,Denver,84 N Aspen St,Aurora,CO,80011,2803.48,Not on Zayo Network
Opp-000893,Acct-000223,Closed - Lost,true,false,9/20/16,,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-000894,,2 - Best Case,false,false,9/20/16,24,,New Service,Ethernet,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network
Opp-000895,Acct-000363,5 - Accepted,true,true,9/20/16,36,,New Service,Wavelengths - Long Haul,Bldg-127085,Dallas,2501 S TX-121 - Bldg 5,Lewisville,TX,75067,890.51,On Zayo Network
Opp-000896,Acct-000364,Closed - Lost,true,false,9/20/16,60,,New Service,Dark Fiber - Metro,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Opp-000896,Acct-000364,Closed - Lost,true,false,9/20/16,60,,New Service,Dark Fiber - Metro,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
Opp-000897,Acct-000143,3 - Committed,false,false,9/20/16,36,,New Service,Ethernet,Bldg-118217,Dallas,1100 Empire Central Pl,Dallas,TX,75247,351.63,On Zayo Network
Opp-000898,Acct-000375,Closed - Lost,true,false,9/20/16,36,,New Service,Ethernet,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network
Opp-000899,Acct-000019,3 - Committed,false,false,9/20/16,36,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000899,Acct-000019,3 - Committed,false,false,9/20/16,36,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-000900,Acct-000008,5 - Accepted,true,true,9/20/16,36,,New Service,Ethernet,Bldg-121462,Dallas,15660 Dallas Pkwy,Dallas,TX,75248,218.89,On Zayo Network
Opp-000901,Acct-000209,2 - Best Case,false,false,9/20/16,240,a0M60000009JoB8EAK,Positive Re-Rate/Move/Change,Dark Fiber - Metro,Bldg-109004,Atlanta,245 Peachtree Center Ave NE,Atlanta,GA,30303,682.15,On Zayo Network
Opp-000902,Acct-000347,2 - Best Case,false,false,9/21/16,36,,New Service,Ethernet,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
Opp-000903,Acct-000074,5 - Accepted,true,true,9/21/16,36,,New Service,Ethernet,Bldg-120360,Dallas,4120 International Pkwy,Carrollton,TX,75007,614.91,On Zayo Network
Opp-000904,Acct-000043,Closed - Lost,true,false,9/21/16,12,,New Service,Ethernet,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
Opp-000905,Acct-000013,5 - Accepted,true,true,9/21/16,60,,New Service,Ethernet,Bldg-060352,Atlanta,1940 W Oak Cir,Marietta,GA,30062,2602.27,On Zayo Network
Opp-000906,Acct-000116,1 - Working,false,false,9/21/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000907,Acct-000415,Closed - Lost,true,false,9/21/16,36,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000908,Acct-000132,5 - Accepted,true,true,9/21/16,12,,New Service,Ethernet,Bldg-015500,Dallas,2300 W Plano Pkwy - Bldg C,Plano,TX,75075,657.46,On Zayo Network
Opp-000909,Acct-000194,Closed - Lost,true,false,9/21/16,,,New Service,Ethernet,Bldg-029881,Denver,9180 Commerce Center Cir,Littleton,CO,80129,2086.05,On Zayo Network
Opp-000909,Acct-000194,Closed - Lost,true,false,9/21/16,,,New Service,Ethernet,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
Opp-000910,Acct-000025,5 - Accepted,true,true,9/22/16,24,,New Service,Ethernet,Bldg-038077,Atlanta,11380 Technology Cir,Duluth,GA,30097,426.83,On Zayo Network
Opp-000911,Acct-000110,Closed - Lost,true,false,9/22/16,36,,New Service,Ethernet,Bldg-133709,Denver,8636 S Peoria St,Englewood,CO,80112,89.57,On Zayo Network
Opp-000912,Acct-000395,Closed - Lost,true,false,9/22/16,12,,New Service,Ethernet,Bldg-038118,Atlanta,1802 Briarcliff Rd NE,Atlanta,GA,30329,19.99,On Zayo Network
Opp-000913,Acct-000013,1 - Working,false,false,9/22/16,,,New Service,Wavelengths - Long Haul,Bldg-108724,Denver,24055 E 6th Ave,Aurora,CO,80018,220.76,On Zayo Network
Opp-000914,Acct-000013,1 - Working,false,false,9/22/16,12,,New Service,Wavelengths - Long Haul,Bldg-108724,Denver,24055 E 6th Ave,Aurora,CO,80018,220.76,On Zayo Network
Opp-000915,Acct-000072,5 - Accepted,true,true,9/22/16,36,,New Service,Ethernet,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000916,Acct-001174,1 - Working,false,false,9/22/16,24,,New Service,Ethernet,Bldg-116673,Denver,600 S Cherry St,Denver,CO,80246,2220.63,On Zayo Network
Opp-000917,,2 - Best Case,false,false,9/22/16,1,,New Service,Dark Fiber - Metro,Bldg-075714,Atlanta,Hardy Industrial Blvd & Hill St NW,Duluth,GA,30096,1583.89,Not on Zayo Network
Opp-000918,Acct-001175,1 - Working,false,false,9/22/16,60,,New Service,Wavelengths - Metro,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-000918,Acct-001175,1 - Working,false,false,9/22/16,60,,New Service,Wavelengths - Metro,Bldg-493158,Denver,2100 S High St,Denver,CO,80210,2280.97,Not on Zayo Network
Opp-000919,Acct-000013,2 - Best Case,false,false,9/22/16,36,,New Service,Dark Fiber - Metro,Bldg-054718,Atlanta,450 Interstate North Pkwy SE,Atlanta,GA,30339,122.95,On Zayo Network
Opp-000919,Acct-000013,2 - Best Case,false,false,9/22/16,36,,New Service,Dark Fiber - Metro,Bldg-060352,Atlanta,1940 W Oak Cir,Marietta,GA,30062,2602.27,On Zayo Network
Opp-000920,Acct-000399,1 - Working,false,false,9/22/16,36,,New Service,IP Services,Bldg-482540,Dallas,14675 Dallas Pkwy,Dallas,TX,75254,178.3,Not on Zayo Network
Opp-000921,Acct-000399,1 - Working,false,false,9/22/16,36,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000921,Acct-000399,1 - Working,false,false,9/22/16,36,,New Service,Ethernet,Bldg-482540,Dallas,14675 Dallas Pkwy,Dallas,TX,75254,178.3,Not on Zayo Network
Opp-000922,Acct-000399,1 - Working,false,false,9/22/16,36,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000922,Acct-000399,1 - Working,false,false,9/22/16,36,,New Service,Ethernet,Bldg-482540,Dallas,14675 Dallas Pkwy,Dallas,TX,75254,178.3,Not on Zayo Network
Opp-000923,Acct-000029,Closed - Lost,true,false,9/22/16,36,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000924,Acct-000009,5 - Accepted,true,true,9/22/16,36,,New Service,Ethernet,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
Opp-000925,Acct-000017,Closed - Lost,true,false,9/22/16,36,,New Service,Wavelengths - Long Haul,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network
Opp-000926,Acct-000101,Closed - Lost,true,false,9/22/16,36,,New Service,Ethernet,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000927,Acct-000370,Closed - Lost,true,false,9/22/16,60,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
Opp-000928,Acct-000390,Closed - Lost,true,false,9/22/16,36,,New Service,IP Services,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Opp-000929,Acct-000024,1 - Working,false,false,9/22/16,,,New Service,IP Services,Bldg-122567,Atlanta,665 Duluth Hwy,Lawrenceville,GA,30046,16763.05,Not on Zayo Network
Opp-000930,Acct-000198,1 - Working,false,false,9/22/16,,,New Service,Wavelengths - Long Haul,Bldg-031512,Dallas,1232 Alma Rd,Richardson,TX,75081,319.37,On Zayo Network
Opp-000931,Acct-000102,Closed - Lost,true,false,9/23/16,60,,New Service,IP Services,Bldg-115837,Dallas,17201 Waterview Pkwy,Dallas,TX,75252,9180.22,On Zayo Network
Opp-000932,Acct-000295,1 - Working,false,false,9/23/16,36,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000933,Acct-000295,1 - Working,false,false,9/23/16,36,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000934,Acct-000273,1 - Working,false,false,9/23/16,12,,New Service,FTT - Small Cell,Bldg-117275,Dallas,500 W Dove Rd,Southlake,TX,76092,556.75,On Zayo Network
Opp-000934,Acct-000273,1 - Working,false,false,9/23/16,12,,New Service,FTT - Small Cell,Bldg-118244,Dallas,8 Campus Cir,Roanoke,TX,76262,479.98,On Zayo Network
Opp-000935,Acct-000188,5 - Accepted,true,true,9/23/16,36,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network
Opp-000936,Acct-000002,5 - Accepted,true,true,9/23/16,36,,New Service,Ethernet,Bldg-117059,Denver,3401 Quebec St,Denver,CO,80207,542.38,On Zayo Network
Opp-000937,Acct-000364,5 - Accepted,true,true,9/23/16,36,,New Service,IP Services,Bldg-080175,Denver,9197 S Peoria St,Englewood,CO,80112,1132.82,On Zayo Network
Opp-000937,Acct-000364,5 - Accepted,true,true,9/23/16,36,,New Service,IP Services,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
Opp-000938,Acct-000034,1 - Working,false,false,9/23/16,,,New Service,Dark Fiber - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000939,Acct-000308,Closed - Lost,true,false,9/23/16,60,,New Service,IP Services,Bldg-038221,Atlanta,4311 Communications Dr,Norcross,GA,30093,271.26,On Zayo Network
Opp-000940,Acct-000034,1 - Working,false,false,9/23/16,,,New Service,Dark Fiber - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000941,Acct-000080,Closed - Lost,true,false,9/23/16,36,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000942,Acct-000019,3 - Committed,false,false,9/23/16,36,,New Service,Ethernet,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Opp-000943,Acct-000041,1 - Working,false,false,9/25/16,36,,New Service,Wavelengths - Long Haul,Bldg-413455,Denver,5281 Garton Rd,Castle Rock,CO,80104,88818.8,Not on Zayo Network
Opp-000944,Acct-000435,Closed - Lost,true,false,9/25/16,36,,New Service,Ethernet,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
Opp-000945,Acct-000167,5 - Accepted,true,true,9/23/16,36,,New Service,Wavelengths - Long Haul,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network
Opp-000946,Acct-000009,Closed - Lost,true,false,9/23/16,,,New Service,FTT - Ethernet,Bldg-081139,Denver,3600 S Beeler St,Denver,CO,80237,780.09,On Zayo Network
Opp-000947,Acct-000729,5 - Accepted,true,true,9/23/16,24,,New Service,Dark Fiber - Metro,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
Opp-000947,Acct-000729,5 - Accepted,true,true,9/23/16,24,,New Service,Dark Fiber - Metro,Bldg-118922,Dallas,4025 Midway Rd,Carrollton,TX,75007,301.43,On Zayo Network
Opp-000948,Acct-000811,1 - Working,false,false,9/23/16,240,,New Service,Dark Fiber - Long Haul,Bldg-417361,Dallas,4500 Like Way,Fort Worth,TX,76177,1037.79,On Zayo Network
Opp-000949,Acct-000034,1 - Working,false,false,9/23/16,,,New Service,Dark Fiber - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000950,Acct-000034,1 - Working,false,false,9/23/16,,,New Service,Dark Fiber - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000951,Acct-000256,Closed - Lost,true,false,9/23/16,36,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
Opp-000952,Acct-000053,1 - Working,false,false,9/23/16,,,New Service,Dark Fiber - Long Haul,Bldg-038101,Atlanta,1500 Southpoint Dr,Forest Park,GA,30297,178.15,On Zayo Network
Opp-000953,Acct-000072,5 - Accepted,true,true,9/26/16,36,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
Opp-000954,Acct-000094,Closed - Lost,true,false,9/26/16,,,New Service,Wavelengths - Long Haul,Bldg-015161,Dallas,400 S Akard St,Dallas,TX,75202,80.14,On Zayo Network
